Fund,Month,Net Return
Umbra Fund,2016-01-01,0.75%
Umbra Fund,2016-02-01,-0.52%
Umbra Fund,2016-03-01,1.38%
Umbra Fund,2016-04-01,2.87%
Umbra Fund,2016-05-01,2.57%
Umbra Fund,2016-06-01,-1.11%
Umbra Fund,2016-07-01,2.59%
Umbra Fund,2016-08-01,2.38%
Umbra Fund,2016-09-01,2.34%
Umbra Fund,2016-10-01,-2.11%
Umbra Fund,2016-11-01,1.13%
Umbra Fund,2016-12-01,3.69%
Umbra Fund,2017-01-01,-1.69%
Umbra Fund,2017-02-01,1.23%
Umbra Fund,2017-03-01,2.96%
Umbra Fund,2017-04-01,3.43%
Umbra Fund,2017-05-01,0.95%
Umbra Fund,2017-06-01,0.27%
Umbra Fund,2017-07-01,0.34%
Umbra Fund,2017-08-01,1.65%
Umbra Fund,2017-09-01,0.74%
Umbra Fund,2017-10-01,1.96%
Umbra Fund,2017-11-01,-0.08%
Umbra Fund,2017-12-01,-0.49%
Umbra Fund,2018-01-01,1.44%
Umbra Fund,2018-02-01,0.89%
Umbra Fund,2018-03-01,2.67%
Umbra Fund,2018-04-01,2.19%
Umbra Fund,2018-05-01,2.81%
Umbra Fund,2018-06-01,1.77%
Umbra Fund,2018-07-01,-0.22%
Umbra Fund,2018-08-01,0.16%
Umbra Fund,2018-09-01,0.32%
Umbra Fund,2018-10-01,0.52%
Umbra Fund,2018-11-01,-0.3%
Umbra Fund,2018-12-01,0.84%
Umbra Fund,2019-01-01,-1.6%
Umbra Fund,2019-02-01,2.53%
Umbra Fund,2019-03-01,2.57%
Umbra Fund,2019-04-01,0.15%
Umbra Fund,2019-05-01,1.55%
Umbra Fund,2019-06-01,0.73%
Umbra Fund,2019-07-01,-0.43%
Umbra Fund,2019-08-01,-0.06%
Umbra Fund,2019-09-01,0.74%
Umbra Fund,2019-10-01,2.73%
Umbra Fund,2019-11-01,1.48%
Umbra Fund,2019-12-01,1.24%
Umbra Fund,2020-01-01,2.16%
Umbra Fund,2020-02-01,0.99%
Umbra Fund,2020-03-01,-0.32%
Umbra Fund,2020-04-01,-0.72%
Umbra Fund,2020-05-01,0.66%
Umbra Fund,2020-06-01,-0.08%
Umbra Fund,2020-07-01,-0.04%
Umbra Fund,2020-08-01,0.78%
Umbra Fund,2020-09-01,1.77%
Umbra Fund,2020-10-01,1.98%
Umbra Fund,2020-11-01,-1.33%
Umbra Fund,2020-12-01,-0.61%
Umbra Fund,2021-01-01,-0.59%
Umbra Fund,2021-02-01,2.25%
Umbra Fund,2021-03-01,2.01%
Umbra Fund,2021-04-01,0.52%
Umbra Fund,2021-05-01,1.16%
Umbra Fund,2021-06-01,2.22%
Umbra Fund,2021-07-01,-0.94%
Umbra Fund,2021-08-01,-0.69%
Umbra Fund,2021-09-01,-0.74%
Umbra Fund,2021-10-01,2.87%
Umbra Fund,2021-11-01,-0.8%
Umbra Fund,2021-12-01,0.25%
Umbra Fund,2022-01-01,1.28%
Umbra Fund,2022-02-01,-0.85%
Umbra Fund,2022-03-01,1.01%
Umbra Fund,2022-04-01,1.14%
Umbra Fund,2022-05-01,-1.06%
Umbra Fund,2022-06-01,-0.94%
Umbra Fund,2022-07-01,-1.42%
Umbra Fund,2022-08-01,0.44%
Umbra Fund,2022-09-01,1.7%
Umbra Fund,2022-10-01,-0.8%
Umbra Fund,2022-11-01,2.49%
Umbra Fund,2022-12-01,0.1%
Umbra Fund,2023-01-01,0.58%
Umbra Fund,2023-02-01,0.7%
Umbra Fund,2023-03-01,-0.5%
Umbra Fund,2023-04-01,-0.36%
Umbra Fund,2023-05-01,-0.07%
Umbra Fund,2023-06-01,2.56%
Umbra Fund,2023-07-01,0.1%
Umbra Fund,2023-08-01,-1.79%
Umbra Fund,2023-09-01,-1.55%
Umbra Fund,2023-10-01,1.7%
Umbra Fund,2023-11-01,0.75%
Umbra Fund,2023-12-01,-0.66%
Umbra Fund,2024-01-01,2.86%
Umbra Fund,2024-02-01,2.12%
Umbra Fund,2024-03-01,-0.64%
Umbra Fund,2024-04-01,1.19%
Umbra Fund,2024-05-01,1.05%
Umbra Fund,2024-06-01,-0.29%
Umbra Fund,2024-07-01,3.13%
Umbra Fund,2024-08-01,0.09%
Umbra Fund,2024-09-01,1.11%
Umbra Fund,2024-10-01,-3.11%
Umbra Fund,2024-11-01,2.52%
Umbra Fund,2024-12-01,0.71%
Cedar Global,2024-07-01,-2.36%
Cedar Global,2024-08-01,-0.15%
Cedar Global,2024-09-01,3.27%
Cedar Global,2024-10-01,-2.29%
Cedar Global,2024-11-01,1.91%
Cedar Global,2024-12-01,0.73%
Echo Asset Management,2024-07-01,-0.0362
Echo Asset Management,2024-08-01,-0.0561
Echo Asset Management,2024-09-01,-0.0482
Echo Asset Management,2024-10-01,0.0658
Echo Asset Management,2024-11-01,-0.022
Echo Asset Management,2024-12-01,0.0319
Orion Management,2022-01-01,-2.55%
Orion Management,2022-02-01,4.99%
Orion Management,2022-03-01,0.82%
Orion Management,2022-04-01,-0.17%
Orion Management,2022-05-01,6.2%
Orion Management,2022-06-01,1.04%
Orion Management,2022-07-01,1.66%
Orion Management,2022-08-01,-6.95%
Orion Management,2022-09-01,0.61%
Orion Management,2022-10-01,-4.5%
Orion Management,2022-11-01,-1.34%
Orion Management,2022-12-01,-4.02%
Orion Management,2023-01-01,2.62%
Orion Management,2023-02-01,-0.03%
Orion Management,2023-03-01,0.56%
Orion Management,2023-04-01,-2.82%
Orion Management,2023-05-01,-1.59%
Orion Management,2023-06-01,1.63%
Orion Management,2023-07-01,-1.19%
Orion Management,2023-08-01,4.64%
Orion Management,2023-09-01,5.3%
Orion Management,2023-10-01,1.73%
Orion Management,2023-11-01,6.63%
Orion Management,2023-12-01,-0.25%
Orion Management,2024-01-01,-7.21%
Orion Management,2024-02-01,-0.39%
Orion Management,2024-03-01,-0.28%
Orion Management,2024-04-01,4.95%
Orion Management,2024-05-01,-0.35%
Orion Management,2024-06-01,-4.7%
Orion Management,2024-07-01,-12.5%
Orion Management,2024-08-01,-5.02%
Orion Management,2024-09-01,6.39%
Orion Management,2024-10-01,6.46%
Orion Management,2024-11-01,2.43%
Orion Management,2024-12-01,10.88%
Foxhill Credit Opportunities,2020-01-01,1.46%
Foxhill Credit Opportunities,2020-02-01,-0.37%
Foxhill Credit Opportunities,2020-03-01,-0.33%
Foxhill Credit Opportunities,2020-04-01,1.99%
Foxhill Credit Opportunities,2020-05-01,-1.37%
Foxhill Credit Opportunities,2020-06-01,0.47%
Foxhill Credit Opportunities,2020-07-01,3.53%
Foxhill Credit Opportunities,2020-08-01,1.86%
Foxhill Credit Opportunities,2020-09-01,0.72%
Foxhill Credit Opportunities,2020-10-01,4.14%
Foxhill Credit Opportunities,2020-11-01,-0.26%
Foxhill Credit Opportunities,2020-12-01,-0.98%
Foxhill Credit Opportunities,2021-01-01,-0.97%
Foxhill Credit Opportunities,2021-02-01,1.37%
Foxhill Credit Opportunities,2021-03-01,1.1%
Foxhill Credit Opportunities,2021-04-01,0.01%
Foxhill Credit Opportunities,2021-05-01,2.02%
Foxhill Credit Opportunities,2021-06-01,-1.38%
Foxhill Credit Opportunities,2021-07-01,0.92%
Foxhill Credit Opportunities,2021-08-01,-0.93%
Foxhill Credit Opportunities,2021-09-01,-5.47%
Foxhill Credit Opportunities,2021-10-01,-4.56%
Foxhill Credit Opportunities,2021-11-01,-11.22%
Foxhill Credit Opportunities,2021-12-01,-7.63%
Foxhill Credit Opportunities,2022-01-01,1.62%
Foxhill Credit Opportunities,2022-02-01,3.5%
Foxhill Credit Opportunities,2022-03-01,2.5%
Foxhill Credit Opportunities,2022-04-01,-1.07%
Foxhill Credit Opportunities,2022-05-01,0.57%
Foxhill Credit Opportunities,2022-06-01,3.9%
Foxhill Credit Opportunities,2022-07-01,-2.07%
Foxhill Credit Opportunities,2022-08-01,-1.78%
Foxhill Credit Opportunities,2022-09-01,1.41%
Foxhill Credit Opportunities,2022-10-01,-0.55%
Foxhill Credit Opportunities,2022-11-01,1.83%
Foxhill Credit Opportunities,2022-12-01,-0.71%
Foxhill Credit Opportunities,2023-01-01,-1.96%
Foxhill Credit Opportunities,2023-02-01,-3.33%
Foxhill Credit Opportunities,2023-03-01,5.8%
Foxhill Credit Opportunities,2023-04-01,-0%
Foxhill Credit Opportunities,2023-05-01,2.01%
Foxhill Credit Opportunities,2023-06-01,1.32%
Foxhill Credit Opportunities,2023-07-01,2.44%
Foxhill Credit Opportunities,2023-08-01,1.99%
Foxhill Credit Opportunities,2023-09-01,1.11%
Foxhill Credit Opportunities,2023-10-01,2.1%
Foxhill Credit Opportunities,2023-11-01,-2.59%
Foxhill Credit Opportunities,2023-12-01,1.97%
Foxhill Credit Opportunities,2024-01-01,-0.99%
Foxhill Credit Opportunities,2024-02-01,-0.94%
Foxhill Credit Opportunities,2024-03-01,4.83%
Foxhill Credit Opportunities,2024-04-01,-1.26%
Foxhill Credit Opportunities,2024-05-01,1.73%
Foxhill Credit Opportunities,2024-06-01,-0.49%
Foxhill Credit Opportunities,2024-07-01,2.27%
Foxhill Credit Opportunities,2024-08-01,1.46%
Foxhill Credit Opportunities,2024-09-01,2.42%
Foxhill Credit Opportunities,2024-10-01,0.34%
Foxhill Credit Opportunities,2024-11-01,-0.35%
Foxhill Credit Opportunities,2024-12-01,-3.18%
Ardent Management,2020-01-01,2.24%
Ardent Management,2020-02-01,2.36%
Ardent Management,2020-03-01,0.83%
Ardent Management,2020-04-01,2.02%
Ardent Management,2020-05-01,0.11%
Ardent Management,2020-06-01,3.67%
Ardent Management,2020-07-01,3.65%
Ardent Management,2020-08-01,1.59%
Ardent Management,2020-09-01,1.7%
Ardent Management,2020-10-01,0.6%
Ardent Management,2020-11-01,0.72%
Ardent Management,2020-12-01,-0.38%
Ardent Management,2021-01-01,1.44%
Ardent Management,2021-02-01,6.87%
Ardent Management,2021-03-01,-0.59%
Ardent Management,2021-04-01,-2.24%
Ardent Management,2021-05-01,-4.55%
Ardent Management,2021-06-01,3.68%
Ardent Management,2021-07-01,-0.68%
Ardent Management,2021-08-01,-0.96%
Ardent Management,2021-09-01,-5.06%
Ardent Management,2021-10-01,-6.21%
Ardent Management,2021-11-01,-8.34%
Ardent Management,2021-12-01,-8.52%
Ardent Management,2022-01-01,0.5%
Ardent Management,2022-02-01,2.16%
Ardent Management,2022-03-01,2.53%
Ardent Management,2022-04-01,0.07%
Ardent Management,2022-05-01,-3.24%
Ardent Management,2022-06-01,1.65%
Ardent Management,2022-07-01,0.48%
Ardent Management,2022-08-01,-0.63%
Ardent Management,2022-09-01,1.76%
Ardent Management,2022-10-01,0.26%
Ardent Management,2022-11-01,-0.32%
Ardent Management,2022-12-01,-0.82%
Ardent Management,2023-01-01,-0.18%
Ardent Management,2023-02-01,-0.19%
Ardent Management,2023-03-01,-0.71%
Ardent Management,2023-04-01,-0.67%
Ardent Management,2023-05-01,2.96%
Ardent Management,2023-06-01,-0.35%
Ardent Management,2023-07-01,-0.21%
Ardent Management,2023-08-01,4.51%
Ardent Management,2023-09-01,-1.98%
Ardent Management,2023-10-01,2.27%
Ardent Management,2023-11-01,1.66%
Ardent Management,2023-12-01,2.58%
Ardent Management,2024-01-01,3.89%
Ardent Management,2024-02-01,3.68%
Ardent Management,2024-03-01,-1.41%
Ardent Management,2024-04-01,1.29%
Ardent Management,2024-05-01,0.86%
Ardent Management,2024-06-01,2.07%
Ardent Management,2024-07-01,-0.05%
Ardent Management,2024-08-01,0.05%
Ardent Management,2024-09-01,-0.61%
Ardent Management,2024-10-01,-1.81%
Ardent Management,2024-11-01,2.44%
Ardent Management,2024-12-01,0.61%
Lodestar Asset Management,2020-01-01,0.005
Lodestar Asset Management,2020-02-01,0.0151
Lodestar Asset Management,2020-03-01,0.0091
Lodestar Asset Management,2020-04-01,-0.0126
Lodestar Asset Management,2020-05-01,0.0264
Lodestar Asset Management,2020-06-01,0.009
Lodestar Asset Management,2020-07-01,-0.0312
Lodestar Asset Management,2020-08-01,0.0213
Lodestar Asset Management,2020-09-01,0.0314
Lodestar Asset Management,2020-10-01,0.0458
Lodestar Asset Management,2020-11-01,0.0309
Lodestar Asset Management,2020-12-01,0.0127
Lodestar Asset Management,2021-01-01,0.0093
Lodestar Asset Management,2021-02-01,0.0323
Lodestar Asset Management,2021-03-01,0.037
Lodestar Asset Management,2021-04-01,0.0092
Lodestar Asset Management,2021-05-01,-0.0074
Lodestar Asset Management,2021-06-01,0.0293
Lodestar Asset Management,2021-07-01,0.048
Lodestar Asset Management,2021-08-01,0.0098
Lodestar Asset Management,2021-09-01,-0.0913
Lodestar Asset Management,2021-10-01,-0.0957
Lodestar Asset Management,2021-11-01,-0.1003
Lodestar Asset Management,2021-12-01,-0.1063
Lodestar Asset Management,2022-01-01,0.0383
Lodestar Asset Management,2022-02-01,0.0006
Lodestar Asset Management,2022-03-01,0.0056
Lodestar Asset Management,2022-04-01,-0.0008
Lodestar Asset Management,2022-05-01,0.0087
Lodestar Asset Management,2022-06-01,-0.0258
Lodestar Asset Management,2022-07-01,-0.0114
Lodestar Asset Management,2022-08-01,-0.0118
Lodestar Asset Management,2022-09-01,0.0128
Lodestar Asset Management,2022-10-01,0.0323
Lodestar Asset Management,2022-11-01,-0.0042
Lodestar Asset Management,2022-12-01,0.0118
Lodestar Asset Management,2023-01-01,0.004
Lodestar Asset Management,2023-02-01,0.0081
Lodestar Asset Management,2023-03-01,0.0032
Lodestar Asset Management,2023-04-01,-0.0388
Lodestar Asset Management,2023-05-01,0.0444
Lodestar Asset Management,2023-06-01,-0.0262
Lodestar Asset Management,2023-07-01,0.018
Lodestar Asset Management,2023-08-01,0.0234
Lodestar Asset Management,2023-09-01,0.0132
Lodestar Asset Management,2023-10-01,0.005
Lodestar Asset Management,2023-11-01,0.0002
Lodestar Asset Management,2023-12-01,0.0161
Lodestar Asset Management,2024-01-01,0.0521
Lodestar Asset Management,2024-02-01,0.0152
Lodestar Asset Management,2024-03-01,-0.0105
Lodestar Asset Management,2024-04-01,-0.017
Lodestar Asset Management,2024-05-01,-0.0147
Lodestar Asset Management,2024-06-01,-0.013
Lodestar Asset Management,2024-07-01,0.0123
Lodestar Asset Management,2024-08-01,0.0119
Lodestar Asset Management,2024-09-01,0.0298
Lodestar Asset Management,2024-10-01,0.0609
Lodestar Asset Management,2024-11-01,0.0069
Lodestar Asset Management,2024-12-01,-0.0095
Cedar Strategies,2023-01-01,4.86%
Cedar Strategies,2023-02-01,-0.92%
Cedar Strategies,2023-03-01,6.75%
Cedar Strategies,2023-04-01,-0.33%
Cedar Strategies,2023-05-01,1.25%
Cedar Strategies,2023-06-01,-5.65%
Cedar Strategies,2023-07-01,-2.75%
Cedar Strategies,2023-08-01,3.72%
Cedar Strategies,2023-09-01,-0.12%
Cedar Strategies,2023-10-01,-2.97%
Cedar Strategies,2023-11-01,4.63%
Cedar Strategies,2023-12-01,0.54%
Cedar Strategies,2024-01-01,-5.33%
Cedar Strategies,2024-02-01,-1.67%
Cedar Strategies,2024-03-01,2.22%
Cedar Strategies,2024-04-01,4.45%
Cedar Strategies,2024-05-01,-4%
Cedar Strategies,2024-06-01,-5.34%
Cedar Strategies,2024-07-01,1.72%
Cedar Strategies,2024-08-01,10.53%
Cedar Strategies,2024-09-01,1.91%
Cedar Strategies,2024-10-01,-0.76%
Cedar Strategies,2024-11-01,-0.64%
Cedar Strategies,2024-12-01,-1.1%
Vantage Group,2023-01-01,-0.1%
Vantage Group,2023-02-01,0.7%
Vantage Group,2023-03-01,-0.17%
Vantage Group,2023-04-01,-0.16%
Vantage Group,2023-05-01,0.34%
Vantage Group,2023-06-01,0.16%
Vantage Group,2023-07-01,0.01%
Vantage Group,2023-08-01,-0.29%
Vantage Group,2023-09-01,-0.29%
Vantage Group,2023-10-01,-0.27%
Vantage Group,2023-11-01,-0.23%
Vantage Group,2023-12-01,0%
Vantage Group,2024-01-01,-0.12%
Vantage Group,2024-02-01,-0.03%
Vantage Group,2024-03-01,0.57%
Vantage Group,2024-04-01,-0.04%
Vantage Group,2024-05-01,0.15%
Vantage Group,2024-06-01,0.29%
Vantage Group,2024-07-01,-0.12%
Vantage Group,2024-08-01,0.03%
Vantage Group,2024-09-01,0.31%
Vantage Group,2024-10-01,0.02%
Vantage Group,2024-11-01,-0.13%
Vantage Group,2024-12-01,-0.23%
Echo Investments,2023-07-01,-0.01%
Echo Investments,2023-08-01,0.78%
Echo Investments,2023-09-01,0.29%
Echo Investments,2023-10-01,0.59%
Echo Investments,2023-11-01,-0.03%
Echo Investments,2023-12-01,0.25%
Echo Investments,2024-01-01,0.02%
Echo Investments,2024-02-01,0.17%
Echo Investments,2024-03-01,-0.33%
Echo Investments,2024-04-01,-0.22%
Echo Investments,2024-05-01,-0.15%
Echo Investments,2024-06-01,0.11%
Echo Investments,2024-07-01,0.03%
Echo Investments,2024-08-01,-0.19%
Echo Investments,2024-09-01,0.08%
Echo Investments,2024-10-01,-0.42%
Echo Investments,2024-11-01,0.54%
Echo Investments,2024-12-01,0.23%
Granite Holdings,2021-01-01,0.0138
Granite Holdings,2021-02-01,0.0118
Granite Holdings,2021-03-01,0.0047
Granite Holdings,2021-04-01,0.0114
Granite Holdings,2021-05-01,0.0173
Granite Holdings,2021-06-01,0.0278
Granite Holdings,2021-07-01,0.0094
Granite Holdings,2021-08-01,-0.0101
Granite Holdings,2021-09-01,-0.0187
Granite Holdings,2021-10-01,0.0265
Granite Holdings,2021-11-01,-0.0026
Granite Holdings,2021-12-01,0.0016
Granite Holdings,2022-01-01,-0.0172
Granite Holdings,2022-02-01,-0.009
Granite Holdings,2022-03-01,0.0059
Granite Holdings,2022-04-01,0.0066
Granite Holdings,2022-05-01,0.0021
Granite Holdings,2022-06-01,0.0027
Granite Holdings,2022-07-01,0.0137
Granite Holdings,2022-08-01,-0.0183
Granite Holdings,2022-09-01,0.0143
Granite Holdings,2022-10-01,0.0049
Granite Holdings,2022-11-01,-0.0104
Granite Holdings,2022-12-01,0.0053
Granite Holdings,2023-01-01,-0.0012
Granite Holdings,2023-02-01,0.0129
Granite Holdings,2023-03-01,-0.0064
Granite Holdings,2023-04-01,0.0086
Granite Holdings,2023-05-01,0.0027
Granite Holdings,2023-06-01,0.0249
Granite Holdings,2023-07-01,0.0006
Granite Holdings,2023-08-01,-0.0076
Granite Holdings,2023-09-01,-0.0486
Granite Holdings,2023-10-01,0.0269
Granite Holdings,2023-11-01,-0.0049
Granite Holdings,2023-12-01,-0.0241
Granite Holdings,2024-01-01,0.0058
Granite Holdings,2024-02-01,0.0131
Granite Holdings,2024-03-01,-0.004
Granite Holdings,2024-04-01,-0.005
Granite Holdings,2024-05-01,-0.0189
Granite Holdings,2024-06-01,0.0095
Granite Holdings,2024-07-01,0.0031
Granite Holdings,2024-08-01,0.0305
Granite Holdings,2024-09-01,0.0503
Granite Holdings,2024-10-01,0.0136
Granite Holdings,2024-11-01,0.0189
Granite Holdings,2024-12-01,0.0143
Summit Capital,2021-01-01,3.28%
Summit Capital,2021-02-01,0.25%
Summit Capital,2021-03-01,1.21%
Summit Capital,2021-04-01,-0.9%
Summit Capital,2021-05-01,5.54%
Summit Capital,2021-06-01,4.32%
Summit Capital,2021-07-01,1.51%
Summit Capital,2021-08-01,3.12%
Summit Capital,2021-09-01,1.03%
Summit Capital,2021-10-01,3.24%
Summit Capital,2021-11-01,2.4%
Summit Capital,2021-12-01,-0.04%
Summit Capital,2022-01-01,3.82%
Summit Capital,2022-02-01,2.87%
Summit Capital,2022-03-01,2.24%
Summit Capital,2022-04-01,3.4%
Summit Capital,2022-05-01,3.12%
Summit Capital,2022-06-01,0.53%
Summit Capital,2022-07-01,1.83%
Summit Capital,2022-08-01,2.61%
Summit Capital,2022-09-01,-1.24%
Summit Capital,2022-10-01,-1.6%
Summit Capital,2022-11-01,-0.54%
Summit Capital,2022-12-01,3.71%
Summit Capital,2023-01-01,1.5%
Summit Capital,2023-02-01,1.13%
Summit Capital,2023-03-01,-1.12%
Summit Capital,2023-04-01,0.68%
Summit Capital,2023-05-01,-1.97%
Summit Capital,2023-06-01,4.33%
Summit Capital,2023-07-01,3.58%
Summit Capital,2023-08-01,-2.49%
Summit Capital,2023-09-01,3.61%
Summit Capital,2023-10-01,4.81%
Summit Capital,2023-11-01,2.51%
Summit Capital,2023-12-01,0.49%
Summit Capital,2024-01-01,1.55%
Summit Capital,2024-02-01,1.4%
Summit Capital,2024-03-01,0.39%
Summit Capital,2024-04-01,1.06%
Summit Capital,2024-05-01,-1.34%
Summit Capital,2024-06-01,2.33%
Summit Capital,2024-07-01,-1.14%
Summit Capital,2024-08-01,3.25%
Summit Capital,2024-09-01,1.03%
Summit Capital,2024-10-01,0.95%
Summit Capital,2024-11-01,0.72%
Summit Capital,2024-12-01,-0.76%
Xenon Holdings,2024-07-01,-0.67%
Xenon Holdings,2024-08-01,1.12%
Xenon Holdings,2024-09-01,-0.87%
Xenon Holdings,2024-10-01,0.43%
Xenon Holdings,2024-11-01,2.63%
Xenon Holdings,2024-12-01,4.15%
Meridian Management,2023-07-01,-0.49%
Meridian Management,2023-08-01,-1.67%
Meridian Management,2023-09-01,0.79%
Meridian Management,2023-10-01,2.81%
Meridian Management,2023-11-01,2.93%
Meridian Management,2023-12-01,-2.36%
Meridian Management,2024-01-01,2.32%
Meridian Management,2024-02-01,2.82%
Meridian Management,2024-03-01,1.92%
Meridian Management,2024-04-01,-0.3%
Meridian Management,2024-05-01,3.68%
Meridian Management,2024-06-01,-1.44%
Meridian Management,2024-07-01,0.52%
Meridian Management,2024-08-01,1.36%
Meridian Management,2024-09-01,-1.05%
Meridian Management,2024-10-01,4.29%
Meridian Management,2024-11-01,3.17%
Meridian Management,2024-12-01,0.45%
Northgate Fund,2023-01-01,-0.0006
Northgate Fund,2023-02-01,-0.0123
Northgate Fund,2023-03-01,-0.0676
Northgate Fund,2023-04-01,0.0042
Northgate Fund,2023-05-01,0.0104
Northgate Fund,2023-06-01,0.0162
Northgate Fund,2023-07-01,-0.0501
Northgate Fund,2023-08-01,-0.0625
Northgate Fund,2023-09-01,0.0376
Northgate Fund,2023-10-01,0.0344
Northgate Fund,2023-11-01,0.1345
Northgate Fund,2023-12-01,-0.0619
Northgate Fund,2024-01-01,0.0042
Northgate Fund,2024-02-01,0.0196
Northgate Fund,2024-03-01,0.0987
Northgate Fund,2024-04-01,-0.059
Northgate Fund,2024-05-01,0.0697
Northgate Fund,2024-06-01,-0.0763
Northgate Fund,2024-07-01,-0.0327
Northgate Fund,2024-08-01,-0.015
Northgate Fund,2024-09-01,0.0042
Northgate Fund,2024-10-01,0.0411
Northgate Fund,2024-11-01,0.0772
Northgate Fund,2024-12-01,-0.041
Echo Fund,2021-01-01,3.42%
Echo Fund,2021-02-01,-1.21%
Echo Fund,2021-03-01,1%
Echo Fund,2021-04-01,-4.39%
Echo Fund,2021-05-01,0.75%
Echo Fund,2021-06-01,1.83%
Echo Fund,2021-07-01,1.08%
Echo Fund,2021-08-01,2.7%
Echo Fund,2021-09-01,3.27%
Echo Fund,2021-10-01,5.46%
Echo Fund,2021-11-01,1.85%
Echo Fund,2021-12-01,3.45%
Echo Fund,2022-01-01,2.73%
Echo Fund,2022-02-01,-2.34%
Echo Fund,2022-03-01,4.05%
Echo Fund,2022-04-01,3.65%
Echo Fund,2022-05-01,-6.89%
Echo Fund,2022-06-01,-6.57%
Echo Fund,2022-07-01,-4.14%
Echo Fund,2022-08-01,-7.7%
Echo Fund,2022-09-01,-3.58%
Echo Fund,2022-10-01,1.21%
Echo Fund,2022-11-01,1.87%
Echo Fund,2022-12-01,0.01%
Echo Fund,2023-01-01,-2.03%
Echo Fund,2023-02-01,1.18%
Echo Fund,2023-03-01,1.45%
Echo Fund,2023-04-01,1.03%
Echo Fund,2023-05-01,0.61%
Echo Fund,2023-06-01,-0.33%
Echo Fund,2023-07-01,0.16%
Echo Fund,2023-08-01,3.24%
Echo Fund,2023-09-01,1.46%
Echo Fund,2023-10-01,2.97%
Echo Fund,2023-11-01,-0.97%
Echo Fund,2023-12-01,1.01%
Echo Fund,2024-01-01,6.65%
Echo Fund,2024-02-01,0.96%
Echo Fund,2024-03-01,0.39%
Echo Fund,2024-04-01,-0.52%
Echo Fund,2024-05-01,2.19%
Echo Fund,2024-06-01,4.15%
Echo Fund,2024-07-01,-1.15%
Echo Fund,2024-08-01,3.58%
Echo Fund,2024-09-01,3.37%
Echo Fund,2024-10-01,-0.9%
Echo Fund,2024-11-01,1.27%
Echo Fund,2024-12-01,-1.69%
Umbra Investments,2024-07-01,2.09%
Umbra Investments,2024-08-01,1.89%
Umbra Investments,2024-09-01,2.74%
Umbra Investments,2024-10-01,2.73%
Umbra Investments,2024-11-01,2.58%
Umbra Investments,2024-12-01,2.8%
Riverstone Partners,2015-01-01,1.34%
Riverstone Partners,2015-02-01,-0.09%
Riverstone Partners,2015-03-01,2.26%
Riverstone Partners,2015-04-01,0.03%
Riverstone Partners,2015-05-01,3.79%
Riverstone Partners,2015-06-01,-4.16%
Riverstone Partners,2015-07-01,3.12%
Riverstone Partners,2015-08-01,-0.77%
Riverstone Partners,2015-09-01,0.09%
Riverstone Partners,2015-10-01,-1.13%
Riverstone Partners,2015-11-01,1.53%
Riverstone Partners,2015-12-01,-3.49%
Riverstone Partners,2016-01-01,0.47%
Riverstone Partners,2016-02-01,-2.31%
Riverstone Partners,2016-03-01,3.96%
Riverstone Partners,2016-04-01,-0.41%
Riverstone Partners,2016-05-01,1.78%
Riverstone Partners,2016-06-01,-2.08%
Riverstone Partners,2016-07-01,1.61%
Riverstone Partners,2016-08-01,-0.45%
Riverstone Partners,2016-09-01,-0.39%
Riverstone Partners,2016-10-01,-0.88%
Riverstone Partners,2016-11-01,-0.65%
Riverstone Partners,2016-12-01,5.57%
Riverstone Partners,2017-01-01,2.74%
Riverstone Partners,2017-02-01,-2.86%
Riverstone Partners,2017-03-01,2.4%
Riverstone Partners,2017-04-01,1.67%
Riverstone Partners,2017-05-01,-0%
Riverstone Partners,2017-06-01,1.17%
Riverstone Partners,2017-07-01,3.76%
Riverstone Partners,2017-08-01,-2.26%
Riverstone Partners,2017-09-01,-0.64%
Riverstone Partners,2017-10-01,1.06%
Riverstone Partners,2017-11-01,1.22%
